id,studyid,author,year,domain,context,n,x,y,z,data,coefnr,coef,se,xmin,xmax,ymin,ymax,xsd,ysd,interpretation,source,personal,direction,estimation,issue,depv,note,scoef,direction_val,issue_val,depv_val,personal_val,zscore,zscore_abs,scoefsize
82,10,Im and Meng,2015,Health care,"China, representative",2866,Public health insurance,"Government responsibility, university education",0,Cross-sectional,19,-0.066,0.055,0,1,1,5,NA,NA,No effect,"Table 4, page 255",1,0,OLS,3,3,NA,NA,None,Health care,Policy attitude,Personal,-1.2,1.2,NA
83,10,Im and Meng,2015,Health care,"China, representative",2866,Public health insurance,"Government responsibility, health care",0,Cross-sectional,20,0.094,0.05,0,1,1,5,NA,NA,No effect,"Table 4, page 255",1,0,OLS,3,3,NA,NA,None,Health care,Policy attitude,Personal,1.88,1.88,NA
84,10,Im and Meng,2015,Health care,"China, representative",2866,Public health insurance,"Government responsibility, employment",0,Cross-sectional,21,0.017,0.055,0,1,1,5,NA,NA,No effect,"Table 4, page 255",1,0,OLS,3,3,NA,NA,None,Health care,Policy attitude,Personal,0.30909090909090914,0.30909090909090914,NA
85,10,Im and Meng,2015,Health care,"China, representative",2866,Public health insurance,"Government responsibility, housing",0,Cross-sectional,22,-0.065,0.061,0,1,1,5,NA,NA,No effect,"Table 4, page 255",1,0,OLS,3,3,NA,NA,None,Health care,Policy attitude,Personal,-1.0655737704918034,1.0655737704918034,NA
86,10,Im and Meng,2015,Health care,"China, representative",2866,Public health insurance,"Government responsibility, min standard of living",0,Cross-sectional,23,0.116,0.046,0,1,1,5,NA,NA,Positive effect,"Table 4, page 255",1,1,OLS,3,3,NA,NA,Positive,Health care,Policy attitude,Personal,2.5217391304347827,2.5217391304347827,NA
87,10,Im and Meng,2015,Health care,"China, representative",2866,Public health insurance,"Government responsibility, shrink income gap",0,Cross-sectional,24,0.087,0.057,0,1,1,5,NA,NA,No effect,"Table 4, page 255",1,0,OLS,3,3,NA,NA,None,Health care,Policy attitude,Personal,1.526315789473684,1.526315789473684,NA
88,10,Im and Meng,2015,Welfare,"China, representative",2866,Social assistance,"Government responsibility, elder care",0,Cross-sectional,25,0.113,0.114,0,1,1,5,NA,NA,No effect,"Table 5, page 255",1,0,OLS,2,3,NA,NA,None,Social,Policy attitude,Personal,0.9912280701754386,0.9912280701754386,NA
89,10,Im and Meng,2015,Welfare,"China, representative",2866,Social assistance,"Government responsibility, compulsory education",0,Cross-sectional,26,0.027,0.099,0,1,1,5,NA,NA,No effect,"Table 5, page 255",1,0,OLS,2,3,NA,NA,None,Social,Policy attitude,Personal,0.2727272727272727,0.2727272727272727,NA
90,10,Im and Meng,2015,Welfare,"China, representative",2866,Social assistance,"Government responsibility, university education",0,Cross-sectional,27,0.113,0.104,0,1,1,5,NA,NA,No effect,"Table 5, page 255",1,0,OLS,2,3,NA,NA,None,Social,Policy attitude,Personal,1.0865384615384617,1.0865384615384617,NA
91,10,Im and Meng,2015,Welfare,"China, representative",2866,Social assistance,"Government responsibility, health care",0,Cross-sectional,28,0.199,0.092,0,1,1,5,NA,NA,Positive effect,"Table 5, page 255",1,1,OLS,2,3,NA,NA,Positive,Social,Policy attitude,Personal,2.1630434782608696,2.1630434782608696,NA
92,10,Im and Meng,2015,Welfare,"China, representative",2866,Social assistance,"Government responsibility, employment",0,Cross-sectional,29,0.13,0.11,0,1,1,5,NA,NA,No effect,"Table 5, page 255",1,0,OLS,2,3,NA,NA,None,Social,Policy attitude,Personal,1.1818181818181819,1.1818181818181819,NA
93,10,Im and Meng,2015,Welfare,"China, representative",2866,Social assistance,"Government responsibility, housing",0,Cross-sectional,30,0.154,0.118,0,1,1,5,NA,NA,No effect,"Table 5, page 255",1,0,OLS,2,3,NA,NA,None,Social,Policy attitude,Personal,1.305084745762712,1.305084745762712,NA
94,10,Im and Meng,2015,Welfare,"China, representative",2866,Social assistance,"Government responsibility, min standard of living",0,Cross-sectional,31,-0.024,0.086,0,1,1,5,NA,NA,No effect,"Table 5, page 255",1,0,OLS,2,3,NA,NA,None,Social,Policy attitude,Personal,-0.2790697674418605,0.2790697674418605,NA
95,10,Im and Meng,2015,Welfare,"China, representative",2866,Social assistance,"Government responsibility, shrink income gap",0,Cross-sectional,32,-0.082,0.102,0,1,1,5,NA,NA,No effect,"Table 5, page 255",1,0,OLS,2,3,NA,NA,None,Social,Policy attitude,Personal,-0.803921568627451,0.803921568627451,NA
96,11,Jordan,2010,Health care,"ISSP, 11 countries",12756,Hierarchical health care system,"Government responsibility, health care for sick",0,Cross-sectional,1,0.662,0.149,0,1,0,3,NA,NA,Positive effect,"Table 2, page 876",0,1,Ordered probit,3,3,NA,NA,Positive,Health care,Policy attitude,General,4.442953020134229,4.442953020134229,NA
97,11,Jordan,2010,Health care,"ISSP, 11 countries",12756,Hierarchical health care system,"Government responsibility, health care for sick",1,Cross-sectional,2,-0.031,0.015,0,1,0,3,NA,NA,Class matter less in hierarchical health care system,"Table 4, page 879",0,NA,Ordered probit,3,3,Moderator: class occupation,NA,NA,Health care,Policy attitude,General,-2.066666666666667,2.066666666666667,NA
98,12,Jordan,2013,Health care,"ISSP, 17 countries",17464,"Hierarchical health care system, PHE as a percentage total HE","Government responsibility, health care",0,Cross-sectional,3,0.009,0.003,NA,NA,0,2,NA,NA,Positive effect,"Table 2, page 143",0,1,Ordered probit,3,3,NA,NA,Positive,Health care,Policy attitude,General,2.9999999999999996,2.9999999999999996,NA
99,12,Jordan,2013,Welfare,"ISSP, 15 countries",14718,Pension generosity index,"Government responsibility, pensions",0,Cross-sectional,4,0.067,0.026,NA,NA,0,2,NA,NA,Positive effect,"Table 2, page 143",0,1,Ordered probit,2,3,NA,NA,Positive,Social,Policy attitude,General,2.576923076923077,2.576923076923077,NA
100,12,Jordan,2013,Welfare,"ISSP, 15 countries",14243,Unemployment insurance generosity index,"Government responsibility, living for the unemployed",0,Cross-sectional,5,0.124,0.023,NA,NA,0,2,NA,NA,Positive effect,"Table 2, page 143",0,1,Ordered probit,2,3,NA,NA,Positive,Social,Policy attitude,General,5.391304347826087,5.391304347826087,NA
101,13,Mettler,2002,Education,"Veterans, U.S.",393,Educational benefits (from G.I. Bill),Civic group memberships,0,Cross-sectional,1,0.47,NA,0,1,0,4,NA,NA,Positive effect (p=0.01),"Table 1, page 357",1,1,OLS,1,2,Standardized regression coefficient: 0.14,0.14,Positive,Education,Political engagement,Personal,NA,NA,0.14
102,13,Mettler,2002,Education,"Veterans, U.S.",373,Educational benefits (from G.I. Bill),Political participation,0,Cross-sectional,2,0.38,NA,0,1,NA,NA,NA,NA,Positive effect (p=0.01),"Table 2, page 358",1,1,OLS,1,2,Standardized regression coefficient: 0.16,0.16,Positive,Education,Political engagement,Personal,NA,NA,0.16
103,13,Mettler,2002,Education,"Veterans, U.S.",258,"Perception of policy treatment, owe back",Civic group memberships,0,Cross-sectional,3,0.32,NA,1,4,0,4,NA,NA,Positive effect (p=0.01),"Table 3, page 359",1,1,OLS,1,2,Standardized regression coefficient: 0.16,0.16,Positive,Education,Political engagement,Personal,NA,NA,0.16
104,13,Mettler,2002,Education,"Veterans, U.S.",246,"Perception of policy treatment, owe back",Political participation,0,Cross-sectional,4,-0.02,NA,1,4,NA,NA,NA,NA,No effect (p=0.87),"Table 4, page 359",1,0,OLS,1,2,Standardized regression coefficient: -0.01,-0.01,None,Education,Political engagement,Personal,NA,NA,0.01
105,13,Mettler,2002,Education,"Veterans, U.S.",393,Educational benefits (from G.I. Bill),Civic group memberships,1,Cross-sectional,5,0.35,NA,0,1,0,4,NA,NA,No effect (p=0.36),"Table 6, page 361",1,NA,OLS,1,2,Moderator: childhood low standard of living. Standardized regression coefficient: 0.05,0.05,NA,Education,Political engagement,Personal,NA,NA,0.05
106,13,Mettler,2002,Education,"Veterans, U.S.",393,Educational benefits (from G.I. Bill),Civic group memberships,1,Cross-sectional,6,0.47,NA,0,1,0,4,NA,NA,Positive effect (p=0.05),"Table 6, page 361",1,NA,OLS,1,2,Moderator: childhood low-medium standard of living. Standardized regression coefficient: 0.11,0.11,NA,Education,Political engagement,Personal,NA,NA,0.11
107,13,Mettler,2002,Education,"Veterans, U.S.",393,Educational benefits (from G.I. Bill),Civic group memberships,1,Cross-sectional,7,0.47,NA,0,1,0,4,NA,NA,Positive effect (p=0.05),"Table 6, page 361",1,NA,OLS,1,2,Moderator: childhood medium standard of living. Standardized regression coefficient: 0.13,0.13,NA,Education,Political engagement,Personal,NA,NA,0.13
108,13,Mettler,2002,Education,"Veterans, U.S.",393,Educational benefits (from G.I. Bill),Civic group memberships,1,Cross-sectional,8,0.71,NA,0,1,0,4,NA,NA,Positive effect (p=0.08),"Table 6, page 361",1,NA,OLS,1,2,Moderator: childhood medium-high or high standard of living. Standardized regression coefficient: 0.12,0.12,NA,Education,Political engagement,Personal,NA,NA,0.12
109,13,Mettler,2002,Education,"Veterans, U.S.",379,Educational benefits (from G.I. Bill),Political participation,1,Cross-sectional,9,0.17,NA,0,1,NA,NA,NA,NA,No effect (p=0.57),"Table 7, page 362",1,NA,OLS,1,2,Moderator: childhood low standard of living. Standardized regression coefficient: 0.04,0.04,NA,Education,Political engagement,Personal,NA,NA,0.04
110,13,Mettler,2002,Education,"Veterans, U.S.",379,Educational benefits (from G.I. Bill),Political participation,1,Cross-sectional,10,0.4,NA,0,1,NA,NA,NA,NA,Positive effect (p=0.03),"Table 7, page 362",1,NA,OLS,1,2,Moderator: childhood low-medium standard of living. Standardized regression coefficient: 0.13,0.13,NA,Education,Political engagement,Personal,NA,NA,0.13
111,13,Mettler,2002,Education,"Veterans, U.S.",379,Educational benefits (from G.I. Bill),Political participation,1,Cross-sectional,11,0.27,NA,0,1,NA,NA,NA,NA,No effect (p=0.13),"Table 7, page 362",1,NA,OLS,1,2,Moderator: childhood medium standard of living. Standardized regression coefficient: 0.10,0.1,NA,Education,Political engagement,Personal,NA,NA,0.1
112,13,Mettler,2002,Education,"Veterans, U.S.",379,Educational benefits (from G.I. Bill),Political participation,1,Cross-sectional,12,1.22,NA,0,1,NA,NA,NA,NA,Positive effect (p=0.00),"Table 7, page 362",1,NA,OLS,1,2,Moderator: childhood medium-high or high standard of living. Standardized regression coefficient: 0.28,0.28,NA,Education,Political engagement,Personal,NA,NA,0.28
113,14,Mettler and Stonecash,2008,Welfare,"Representative, U.S.",420,"Number of non-means-tested programs, experience","Effectiveness, government programs",0,Cross-sectional,1,-0.01,NA,0,9,1,3,NA,NA,"No effect (t value = -0.34, p value = 0.73)","Table 4, page 284",1,0,OLS,2,1,Standardized regression coefficient: -0.02,-0.02,None,Social,Political attitude,Personal,NA,NA,0.02
114,14,Mettler and Stonecash,2008,Welfare,"Representative, U.S.",420,"Number of means-tested programs, experience","Effectiveness, government programs",0,Cross-sectional,2,0.13,NA,0,6,1,3,NA,NA,"Positive effect (t value = 2.88, p value= 0.00)","Table 4, page 284",1,1,OLS,2,1,Standardized regression coefficient: 0.15,0.15,Positive,Social,Political attitude,Personal,NA,NA,0.15
115,14,Mettler and Stonecash,2008,Welfare,"Representative, U.S.",398,"Number of non-means-tested programs, experience","Turnout, saying they always vote",0,Cross-sectional,3,0.28,NA,0,9,0,1,NA,NA,"Positive effect (Wald chi-sq. = 8.68, p value = 0.01)","Table 6, page 287",1,1,Logit,2,2,Standardized regression coefficient: 0.23,0.23,Positive,Social,Political engagement,Personal,NA,NA,0.23
116,14,Mettler and Stonecash,2008,Welfare,"Representative, U.S.",398,"Number of means-tested programs, experience","Turnout, saying they always vote",0,Cross-sectional,4,-0.35,NA,0,6,0,1,NA,NA,"Negative effect (Wald chi-sq. = 7.54, p value = 0.01)","Table 6, page 287",1,-1,Logit,2,2,Standardized regression coefficient: -0.21,-0.21,Negative,Social,Political engagement,Personal,NA,NA,0.21
117,14,Mettler and Stonecash,2008,Welfare,"Representative, U.S.",398,"Number of non-means-tested programs, experience","Turnout, frequency",1,Cross-sectional,5,-0.06,NA,0,9,1,4,NA,NA,"No effect (t value = 0.09, p value = 0.77)","Table 7, page 289",1,NA,Logit,2,2,"Moderator: age group, not formal. Standardized regression coefficient: -0.04",-0.04,NA,Social,Political engagement,Personal,NA,NA,0.04
118,14,Mettler and Stonecash,2008,Welfare,"Representative, U.S.",398,"Number of means-tested programs, experience","Turnout, frequency",1,Cross-sectional,6,-0.13,NA,0,6,1,4,NA,NA,"No effect (t value = 0.24, p value = 0.63)","Table 7, page 289",1,NA,Logit,2,2,"Moderator: age group, not formal. Standardized regression coefficient: -0.06",-0.06,NA,Social,Political engagement,Personal,NA,NA,0.06
119,14,Mettler and Stonecash,2008,Welfare,"Representative, U.S.",398,"Number of non-means-tested programs, experience","Turnout, frequency",1,Cross-sectional,7,0.62,NA,0,9,1,4,NA,NA,"Positive effect (t value = 17.41, p value=0.00)","Table 7, page 289",1,NA,Logit,2,2,"Moderator: age group, not formal. Standardized regression coefficient: 0.55",0.55,NA,Social,Political engagement,Personal,NA,NA,0.55
120,14,Mettler and Stonecash,2008,Welfare,"Representative, U.S.",398,"Number of means-tested programs, experience","Turnout, frequency",1,Cross-sectional,8,-0.57,NA,0,6,1,4,NA,NA,"Negative effect (t value=11.53, p value= 0.00)","Table 7, page 289",1,NA,Logit,2,2,"Moderator: age group, not formal. Standardized regression coefficient: -0.40",-0.4,NA,Social,Political engagement,Personal,NA,NA,0.4
121,15,Mettler and Welch,2004,Education,"Veterans, U.S.",403,Predicted educational benefits (from G.I. Bill),"Combined political activity, 1950–64",0,Cross-sectional,1,1.25,NA,NA,NA,0,4,NA,NA,Positive effect (p < 0.001),"Table 3, page 509",1,1,OLS,1,2,Standardized regression coefficient: 0.18,0.18,Positive,Education,Political engagement,Personal,NA,NA,0.18
122,15,Mettler and Welch,2004,Education,"Veterans, U.S.",426,Predicted educational benefits (from G.I. Bill),"Combined political activity, 1965–79",0,Cross-sectional,2,1.46,NA,NA,NA,0,5,NA,NA,Positive effect (p < 0.01),"Table 3, page 509",1,1,OLS,1,2,Standardized regression coefficient: 0.14,0.14,Positive,Education,Political engagement,Personal,NA,NA,0.14
123,15,Mettler and Welch,2004,Education,"Veterans, U.S.",429,Predicted educational benefits (from G.I. Bill),"Combined political activity, 1980–98",0,Cross-sectional,3,0.7,NA,NA,NA,0,5,NA,NA,No effect (p > 0.05),"Table 3, page 509",1,0,OLS,1,2,Standardized regression coefficient: 0.07,0.07,None,Education,Political engagement,Personal,NA,NA,0.07
124,15,Mettler and Welch,2004,Education,"Veterans, U.S.",374,Educational benefits (from G.I. Bill),"Combined political activity, 1950–64",1,Cross-sectional,4,0.24,NA,0,1,0,4,NA,NA,No effect (p > 0.05),"Table 4, page 510",1,NA,OLS,1,2,Moderator: 4 years college grad or more education. Standardized regression coefficient: 0.12,0.12,NA,Education,Political engagement,Personal,NA,NA,0.12
125,15,Mettler and Welch,2004,Education,"Veterans, U.S.",374,Educational benefits (from G.I. Bill),"Combined political activity, 1950–64",1,Cross-sectional,5,0.11,NA,0,1,0,4,NA,NA,No effect (p > 0.05),"Table 4, page 510",1,NA,OLS,1,2,Moderator: 2 years college grad or some college. Standardized regression coefficient: 0.04,0.04,NA,Education,Political engagement,Personal,NA,NA,0.04
126,15,Mettler and Welch,2004,Education,"Veterans, U.S.",374,Educational benefits (from G.I. Bill),"Combined political activity, 1950–64",1,Cross-sectional,6,0.18,NA,0,1,0,4,NA,NA,No effect (p > 0.05),"Table 4, page 510",1,NA,OLS,1,2,Moderator: high school grad or less education. Standardized regression coefficient: 0.07,0.07,NA,Education,Political engagement,Personal,NA,NA,0.07
127,15,Mettler and Welch,2004,Education,"Veterans, U.S.",395,Educational benefits (from G.I. Bill),"Combined political activity, 1965–79",1,Cross-sectional,7,0.72,NA,0,1,0,5,NA,NA,Positive effect (p < 0.001),"Table 4, page 510",1,NA,OLS,1,2,Moderator: 4 years college grad or more education. Standardized regression coefficient: 0.28,0.28,NA,Education,Political engagement,Personal,NA,NA,0.28
128,15,Mettler and Welch,2004,Education,"Veterans, U.S.",395,Educational benefits (from G.I. Bill),"Combined political activity, 1965–79",1,Cross-sectional,8,0.4,NA,0,1,0,5,NA,NA,Positive effect (p < 0.05),"Table 4, page 510",1,NA,OLS,1,2,Moderator: 2 years college grad or some college. Standardized regression coefficient: 0.11,0.11,NA,Education,Political engagement,Personal,NA,NA,0.11
129,15,Mettler and Welch,2004,Education,"Veterans, U.S.",395,Educational benefits (from G.I. Bill),"Combined political activity, 1965–79",1,Cross-sectional,9,0.22,NA,0,1,0,5,NA,NA,No effect (p > 0.05),"Table 4, page 510",1,NA,OLS,1,2,Moderator: high school grad or less education. Standardized regression coefficient: 0.06,0.06,NA,Education,Political engagement,Personal,NA,NA,0.06
